class,message
0,ไม่รู้คุณ
0,ไม่รู้จบรู้สิ้น
0,ทำใจไม่ได้
0,ดูไม่ได้
0,ด่า
0,ด่ากลับ
0,ไม่รู้ไม่ชี้
0,ไม่ลงตัว
0,วุ่นวาย
0,วุ่นวายใจ
0,ก่อความวุ่นวาย
0,สับสนวุ่นวาย
0,สับสน
0,ไม่รู้สึกตัว
0,ไม่ลงรอย
0,ไม่ลงรอยกัน
0,ไม่สบายใจ
0,ไม่สมบูรณ์
0,ไม่สมฐานะ
0,ไม่สม่ำเสมอ
0,ไม่สมควร
0,ไม่อร่อย
0,ไม่เข้ากัน
0,ไม่เจียมกะลาหัว
0,ไม่เชื่อ
0,ไม่เหมาะสม
0,ไม่เห็นค่า
0,ไม่เห็นด้วย
0,ละเลย
0,มีโทษ
0,มอมเมา
0,มอมเหล้า
0,มากเกินไป
0,มีความผิด
0,มีชู้
0,มีปัญหา
0,ไม่เอาไหน
0,ไม่ใช่
0,ไม่ได้เรื่อง
0,ไม่ไว้วางใจ
0,ไม่ไว้หน้าใคร
0,ไม่ไว้ใจ
0,ไม่ไหว
0,อดไม่ไหว
0,ทนไม่ไหว
0,สละสิทธิ์
0,ขับไล่
0,ขับไล่ไสส่ง
0,ไล่ออก
0,เมื่อย
0,ทำร้าย
0,ไม่สวย
0,ไม่สะไม่สวย
0,โหดเหี้ยม
0,ไหม้
0,อกตัญญู
0,อกแตก
0,อลัชชี
0,อ้วก
0,อ้วน
0,ทำมิดีมิร้าย
0,ทำลายขวัญ
0,ทำลายล้าง
0,อ๋อง
0,อ่อนเพลีย
0,อื้อฉาว
0,เอน
0,ฆ่า
0,ตัด
0,ข่ม
0,ข่มขืน
0,ขโมย
0,ตาย
0,ตก
0,ทุจริต
0,ล้ม
0,เสียใจ
0,กดดัน
0,กัก
0,กดขี่
0,กักขัง
0,กระชาก
0,กระวนกระวาย
0,กระแทก
0,กระทืบ
0,ก่อกวน
0,ก่อกรรมทำเข็ญ
0,กระทำชำเรา
0,กระทำอนาจาร
0,กระแทกกระทั้น
0,กระตุกหนวดเสือ
0,กระอัก
0,กระหึ่ม
0,กริ่งใจ
0,โกหก
0,กราดเกรี้ยว
0,กวาดล้าง
0,กรรโชก
0,กดราคา
0,ร้องไห้
0,กลัว
0,กลั่นแกล้ง
0,เศร้า
0,ร้อนตัว
0,ร้าว
0,ร้าวราน
0,แพง
0,เมา
0,ลดเกียรติ
0,ลาตาย
0,ลำบากใจ
0,ล่มจม
0,ล่มสลาย
0,ล่วงประเวณี
0,ล่วงละเมิด
0,ล่อแหลม
0,กดหัว
0,กำเริบ
0,แกว่ง
0,ขัดใจ
0,กล่าวหา
0,ก้าวก่าย
0,กำจัด
0,กังขา
0,กอบโกย
0,กวน
0,กวนตีน
0,กัด
0,กังวล
0,ไฟไหม้
0,น้ำท่วม
0,สึนามิ
0,ทำบาป
0,ทำบาปทำกรรม
0,ไอ้เวร
0,ไอ้บ้า
0,ไอ้
0,คิดมาก
0,คิดมิดีมิร้าย
0,คิดร้าย
0,ถุย
0,ถุยน้ำลาย
0,เกร็ง
0,เกรงกลัว
0,ปาดคอ
0,รุม
0,รุมล้อม
0,ชั่งแม่ง
0,แม่ง
0,มั่ว
0,มั่วซั่ว
0,มั่วนิ่ม
0,มั่วสุม
0,ติดคุก
0,คุก
0,เกรงใจ
0,เกลียด
0,ไม่มีแรง
0,ไม่มีใคร
0,ไม่มีสติ
0,ไม่มีน้ำใจ
0,ไม่มี
0,ไม่มีการศึกษา
0,เกลื่อน
0,โกหก
0,แก่งแย่ง
0,แย่
0,คอรัปชัน
0,เหลื่อมล้ำ
0,ข่มขวัญ
0,ข่มขี่
0,ข่มขู่
0,ขวาง
0,ขัดขืน
0,ขัดข้อง
0,ขัดขวาง
0,ร้องเรียน
0,ขัง
0,ขาดแคลน
0,ขาดทุน
0,ขายชาติ
0,ขายขี้หน้า
0,ขายหน้า
0,ขาลง
0,เปียก
0,ขี้
0,ขีดฆ่า
0,ขี้โม้
0,ขืน
0,ขืนใจ
0,ขู่
0,ขู่เข็ญ
0,ขูดรีด
0,เขี่ย
0,ทรมาน
0,เขวี้ยง
0,โกง
0,คต
0,คดโกง
0,คดงอ
0,ครอบงำ
0,คลื่นไส้
0,คลาดเคลื่อน
0,คว้าน้ำเหลว
0,คว่ำ
0,คว่ำบาตร
0,คอร์รัปชัน
0,คะนอง
0,คับ
0,คับคั่ง
0,ค้างชำระ
0,ชอบกล
0,คัด
0,คัดค้าน
0,ค้าง
0,ค้างคา
0,ค้างคาใจ
0,คาใจ
0,คุกเข่า
0,คุ้มเกรง
0,คุมขัง
0,คุมตัว
0,เค้น
0,ชัดช้า
0,ความหดหู่
0,หดหู่
0,หดหู่ใจ
0,ความสูญเสีย
0,ความหงุดหงิด
0,เคร่ง
0,อย่างเคร่งเครียด
0,ตึงเครียด
0,ความเคร่งเครียด
0,ผิดจารีตประเพณี
0,ผิดจังหวะ
0,ผิดคำพูด
0,ผิดคำสัตย์
0,เคร่งเครียด
0,เคราะห์ซ้ำกรรมซัด
0,เคือง
0,แค้น
0,ใคร่ครวญ
0,ฆ่าแกง
0,มดเท็จ
0,ฆาต
0,ฆ่าตัดตอน
0,ฆ่าฟัน
0,ฆ่าไม่ตายขายไม่ขาด
0,ฆ่ายกครัว
0,ฆ่าล้างโคตร
0,ม้วนหน้า
0,เฆี่ยน
0,งง
0,จก
0,งงงวย
0,งก
0,งด
0,เงี่ยน
0,จน
0,จม
0,จำโซ่
0,จิก
0,จำนำ
0,จิตตก
0,จับกุม
0,จำกัด
0,เจ็บ
0,เจ็บไข้
0,เจ็บใจ
0,ฉ้อ
0,ฉี่
0,ฉีก
0,ชก
0,ชดใช้
0,ช่วงชิง
0,ช็อก
0,ชะงัก
0,ชะลอ
0,ชัก
0,ชักกระตุก
0,ชักใย
0,ชัง
0,ช้ำใจ
0,ชิง
0,เซ็ง
0,ชิงชัง
0,ชิงดีชิงเด่น
0,ชิงนรกเกิด
0,ชิงสุกก่อนห่าม
0,ชิงหมาเกิด
0,ซ่อน
0,ซึม
0,ซึมซาบ
0,ซ้ำเติม
0,ซุก
0,ซุกซ่อน
0,แซว
0,แซะ
0,ไซ้
0,เณรคุณ
0,แดก
0,ด้อย
0,ล่มสลาย
0,ช่างมัน
0,ทาส
0,ดัดสันดาน
0,ดับ
0,ภาวะมลพิษ
0,ภาวะวิกฤติ
0,ภาวะสงคราม
0,ด่าทอ
0,ดิ้น
0,ละเหี่ยใจ
0,ดื้อ
0,ดุ
0,ดูแคลน
0,แคบ
0,ดูถูก
0,ดูถูกดูแคลน
0,ดูหมิ่น
0,ดูหมิ่นถิ่นแคลน
0,อิจฉาริษยา
0,เดา
0,เดือด
0,เดือดดาล
0,เดือดร้อน
0,แดก
0,แดกดัน
0,โดน
0,ได้เสีย
0,สงสาร
0,โมโห
0,โรคจิต
0,อีห่า
0,แม่ง
0,ไม่เกรงใจ
0,แทงคอ
0,แทง
0,เหนื่อย
0,ตก
0,ตกงาน
0,โหยหา
0,ฝืน
0,ตกใจ
0,ตกนรกทั้งเป็น
0,ตกหลุม
0,ตกหลุมพราง
0,ตั้งแง่
0,ตายดาบหน้า
0,ตรม
0,ตบ
0,ตบตา
0,ตราหน้า
0,ต่อต้าน
0,ตอบโต้
0,ต่อย
0,ต่อสู้
0,ตอแหล
0,ตะลุมบอน
0,ตัดขาด
0,ต้าน
0,ตาย
0,ตายด้าน
0,ตาลาย
0,ตำหนิ
0,ติ
0,ติเตียน
0,ติดเชื้อ
0,ติดขัด
0,ตัดพ้อ
0,ตัดพ้อต่อว่า
0,ตี
0,ตีกิน
0,ถอน
0,ถีบ
0,ทรยศ
0,ถึงฆาต
0,ทรุด
0,ท่วม
0,ท้อ
0,ทะลึ่ง
0,ทักท้วง
0,ทุบ
0,ทุบตี
0,เท
0,เทกระจาด
0,แทง
0,แทงใจดำ
0,นอกใจ
0,เนรคุณ
0,บกพร่อง
0,ร่วงโรย
0,บด
0,บ่น
0,อำเภอใจ
0,บ่อน
0,บ่อนทำลาย
0,บาด
0,บาดหมาง
0,บานปลาย
0,บิด
0,บิดเบือน
0,เบน
0,เบียด
0,เบียดเบียน
0,ขี้ข้า
0,เบื่อ
0,เบื่อหน้า
0,โบ้ย
0,ปฏิเสธ
0,ปด
0,ปน
0,ประจาน
0,ประจาร
0,ประชด
0,ประชดประชัน
0,ประณาม
0,ประท้วง
0,อันตราย
0,ประมาท
0,ปรับ
0,ความผิดพลาด
0,ถอยหลัง
0,ปราบ
0,ปราบปราม
0,ปลงใจ
0,ป่วย
0,ปลงชีวิต
0,ปลง
0,ปล้น
0,ปล้นสะดม
0,อกตัญญู
0,อดตาย
0,อดนอน
0,อดหลับอดนอน
0,ความไม่แน่นอน
0,คว่ำบาตร
0,คับอกคับใจ
0,คับแค
0,คับแคบ
0,คับแค้น
0,คับแค้นใจ
0,คับใจ
0,คาดโทษ
0,ปลอม
0,ปรำ
0,ยอมแพ้
0,ปวด
0,ปลอมปน
0,ปะทะ
0,บ้า
0,ปะปน
0,เคียดแค้น
0,ชั่วร้าย
0,ไม่ทน
0,หวงห้าม
0,ปาด
0,ล้มเหลว
0,เศร้าโศก
0,ไม่ยุติธรรม
0,น่าเวทนา
0,ความฉิบหาย
0,ขม
0,ไม่มีอารมณ์
0,ทุกข์ยาก
0,ยากจน
0,ไม่เพียงพอ
0,อึดอัด
0,ตกใจ
0,ไม่ลงรอยกัน
0,ขี้ขลาด
0,เงอะงะ
0,ลังเล
0,ฉุนเฉียว
0,ดื้อดึง
0,หายไป
0,เป็นลม
0,เยาะเย้ย
0,ปราบปราม
0,ดูหมิ่น
0,ชัง
0,เปลือง
0,เสแสร้ง
0,โป๊
0,ซับซ้อน
0,ใจร้อน
0,ผลัก
0,พังทลาย
0,พังพินาศ
0,พังยับเยิน
0,อกคราก
0,ขี้อาย
0,ย่ำแย่
0,แย่จัง
0,แย่มาก
0,ใจลอย
0,ใจสลาย
0,เสี่ยง
0,ขอโทษ
0,ผัด
0,อกจะแตก
0,ผัดวันประกันพรุ่ง
0,ผ่า
0,เผ่น
0,เป็นไปไม่ได้
0,ลืม
0,ฟุ้งซ่าน
0,ดรามา
0,ดราม่า
0,ไม่ดี
0,หมดกำลัง
0,หมดกำลังใจ
0,หมดความรู้สึก
0,หมดค่า
0,หมดจิตหมดใจ
0,หมดตัว
0,ให้การเท็จ
0,เสียกำลัง
0,เสียกำลังใจ
0,ความเดือดร้อน
0,เอาแต่ใจตัวเอง
1,กตเวที
1,กตัญญู
1,กล้า
1,กรุณา
1,กันเอง
1,ขำ
1,แข็ง
1,แข็งแกร่ง
1,แข็งขัน
1,แข็งแรง
1,ครื้นครึก
1,ครึกครื้น
1,แจ่ม
1,แจ่มใส
1,ชัดเจน
1,ชุ่มชื้น
1,เชี่ยวชาญ
1,เด่น
1,เต็ม
1,ทันสมัย
1,ทรหด
1,แถม
1,แท้
1,นวล
1,น่ารัก
1,นุ่ม
1,นูน
1,เน้น
1,แน่
1,แน่ชัด
1,บริบูรณ์
1,บวก
1,เบา
1,เบาใจ
1,เบิกบาน
1,ปราดเปรียว
1,ประณีต
1,อดทน
1,ทน
1,ฉลาด
1,ชัดเจน
1,ตรง
1,ตงฉิน
1,โต
1,แท้
1,จริง
1,เน้น
1,แน่
1,แน่ชัด
1,แน่แน่ว
1,แน่ว
1,แน่วแน่
1,บริบูรณ์
1,บ้องแบ๊ว
1,เบาใจ
1,เบิกบาน
1,ประณีต
1,ประดิษฐ
1,ประดิษฐ์
1,ประหลาด
1,ปราดเปรียว
1,ปลั่ง
1,แปล้
1,ผ่อง
1,ผ่องใส
1,ถูก
1,พริ้งเพรา
1,สวยงาม
1,พะงา
1,พิทักษ์
1,พูน
1,เพราพริ้ง
1,เพราเพริศ
1,เพริศแพร้ว
1,เพริศพราย
1,เพา
1,มหา
1,มอน
1,มนุญ
1,มั่งคั่ง
1,มั่งมี
1,มั่นคง
1,ยอดเยี่ยม
1,เยี่ยม
1,เยี่ยมยอด
1,ยุ้ย
1,รจนา
1,รอบคอบ
1,ร่ำรวย
1,รุ่ง
1,รุ่งเรือง
1,รุ่งโรจน์
1,เร็ว
1,เร้า
1,เรือง
1,ลอยด
1,ละเอียด
1,ละมุน
1,ละมุนละม่อม
1,ทันสมัย
1,ล้ำเลิศ
1,ลึกซึ้ง
1,เล่อ
1,แล้
1,วาว
1,วิรุฬห์
1,ศุกร
1,สดใส
1,สนิท
1,สนิทสนม
1,สบาย
1,สมจริง
1,สมบูรณ์
1,สร้างสรรค์
1,สวย
1,สวยงาม
1,สห
1,สะดวก
1,สะอาด
1,สัณห์
1,สำรวม
1,สำเร็จ
1,สุก
1,สุข
1,สุขี
1,สุภาพ
1,สูง
1,สูงส่ง
1,เสมอ
1,ใส
1,หนาแน่น
1,หนุน
1,หนุ่มแน่น
1,เหมาะเจาะ
1,เหมาะสม
1,อร่อย
1,อธิ
1,ใหญ่โต
1,อติ
1,อ่อนโยน
1,อัศจรรย์
1,อิฏฐ
1,อึด
1,โอชะ
1,ฮ้อ
1,เฮง
1,ฮา
1,ดี
1,ดูแลตัวเอง
1,ดูแลรักษา
1,ดูแลเอาใจใส่
1,ดีใจ
1,หอม
1,กรวด
1,อุ่นใจ
1,อุ้มชู
1,เข้าตา
1,เข้าตากรรมการ
1,กรวดน้ำ
1,รัก
1,ชอบ
1,กราบ
1,กลับใจ
1,กอด
1,การันตี
1,เหลือเชื่อ
1,เด่น
1,งดงาม
1,ก้าว
1,ก้าวหน้า
1,เรียน
1,กรุ่ม
1,กล้าหาญ
1,การันตี
1,พบ
1,เจอ
1,ช่วย
1,เล่น
1,อนุมัติ
1,กตเวที
1,กตัญญู
1,กล้า
1,กรุณา
1,กันเอง
1,ขำ
1,แข็ง
1,แข็งแกร่ง
1,แข็งขัน
1,ปรองดอง
1,แข็งแรง
1,ครื้นครึก
1,รวดเร็ว
1,ครึกครื้น
1,แจ่ม
1,แจ่มใส
1,ชัดเจน
1,ชัดแจ้ง
1,ชัดแจ๋ว
1,ชัดถ้อยชัดคำ
1,ชุ่มชื้น
1,โปรด
1,นิรโทษ
1,หวาน
1,น่ารื่นรมย์
1,ปาฏิหาริย์
1,หายาก
1,เชี่ยวชาญ
1,เด่น
1,ไม่เคย
1,น่ากอด
1,เต็ม
1,ทันสมัย
1,ทรหด
1,แถม
1,ความเป็นกลาง
1,เป็นกลาง
1,แท้
1,นวล
1,ขอบใจ
1,ขอบคุณ
1,น่ารัก
1,นุ่ม
1,นูน
1,เน้น
1,แน่
1,แน่ชัด
1,บริบูรณ์
1,บวก
1,เบา
1,เบาใจ
1,เบิกบาน
1,ปราดเปรียว
1,ประณีต
1,ศานติ
1,อดทน
1,ทน
1,ฉลาด
1,ประหยัด
1,คิดถึง
1,อบอุ่น
1,ความสุข
1,สุข
1,เคารพ
1,นับถือ
1,รักษา
1,ตรง
1,คำนึงถึง
1,สรรเสริญ
1,ติดตาม
1,ประทับใจ
1,บำรุง
1,ซาบซึ้ง
1,เชื่อฟัง
1,ตงฉิน
1,ไม่หวั่น
1,รอยยิ้ม
1,ยิ้ม
1,ประทับใจ
1,ระวัง
1,โต
1,นมัสการ
1,แท้
1,จริง
1,เน้น
1,แน่
1,แน่ชัด
1,แน่แน่ว
1,แน่ว
1,ภูมิใจ
1,มงคล
1,มงคลสมรส
1,มหัศจรรย์
1,มหัศจรรย์ใจ
1,มีความรู้
1,มีความยินดี
1,มีความหวัง
1,แน่วแน่
1,บริบูรณ์
1,บ้องแบ๊ว
1,เบาใจ
1,เบิกบาน
1,ประณีต
1,ประดิษฐ
1,ประดิษฐ์
1,น่าประหลาด
1,ประหลาด
1,ปราดเปรียว
1,ปลั่ง
1,แปล้
1,ผ่อง
1,อดออม
1,อนุโมทนา
1,คว้ารางวัล
1,คุ้มครอง
1,คุ้มครองรักษา
1,ทำลายสถิติ
1,ทำสำเร็จ
1,ที่เชื่อถือได้
1,ไม่เป็นอันตราย
1,ผ่องใส
1,ถูก
1,พริ้งเพรา
1,สวยงาม
1,พะงา
1,พิทักษ์
1,พูน
1,เพราพริ้ง
1,เพราเพริศ
1,เพริศแพร้ว
1,เพริศพราย
1,เพา
1,มหา
1,มอน
1,มนุญ
1,มั่งคั่ง
1,มั่งมี
1,มั่นคง
1,ยอดเยี่ยม
1,เยี่ยม
1,เยี่ยมยอด
1,ยุ้ย
1,รจนา
1,เงียบสงบ
1,ปลอดภัย
1,ที่ปลอดภัย
1,ทำบุญ
1,ทำบุญทำทาน
1,หยุดนิ่ง
1,เงียบสงบ
1,รักสงบ
1,มากมาย
1,ตกลง
1,ซื่อสัตย์
1,เป็นกันเอง
1,รอบคอบ
1,ร่ำรวย
1,โดดเด่น
1,ตามควร
1,รุ่ง
1,รุ่งเรือง
1,รุ่งโรจน์
1,ขยันหมั่นเพียร
1,มีประสิทธิภาพ
1,เร็ว
1,เร้า
1,เรือง
1,ลอยด
1,ละเอียด
1,ละมุน
1,ละมุนละม่อม
1,ทันสมัย
1,ล้ำเลิศ
1,ลึกซึ้ง
1,เล่อ
1,แล้
1,ความชื่นชม
1,ความชื่นชมยินดี
1,ความชื่นชอบ
1,ความชื่นบาน
1,ความดี
1,ความดีงาม
1,ความดีใจ
1,ความทัดเทียม
1,วาว
1,วิรุฬห์
1,เสถียรภาพ
1,ชนะ
1,เสริมสร้าง
1,ความแข็งแรง
1,สร้าง
1,เพลิดเพลิน
1,ความรัก
1,ศุกร
1,สมดุล
1,ยังชีพ
1,น่านับถือ
1,สด
1,สดใส
1,สนใจไยดี
1,เกียรติ
1,สนิท
1,สนิทสนม
1,สบาย
1,สมจริง
1,สมบูรณ์
1,สร้างสรรค์
1,สวย
1,สวยงาม
1,สห
1,สะดวก
1,สะอาด
1,สัณห์
1,สำรวม
1,สำเร็จ
1,สุก
1,สุข
1,สุขี
1,สุภาพ
1,สูง
1,สูงส่ง
1,เสมอ
1,ใส
1,หนาแน่น
1,หนุน
1,หนุ่มแน่น
1,เหมาะเจาะ
1,เหมาะสม
1,มีประโยชน์
1,อร่อย
1,อธิ
1,มีเหตุผล
1,ทุ่มเท
1,โรแมนติก
1,ถูกกาลเทศะ
1,มีชีวิตชีวา
1,มีชีวิตรอด
1,มีชื่อ
1,มีชื่อเสียง
1,ตื่นเต้น
1,กระตือรือร้น
1,ตื่นเต้น
1,พร้อม
1,ใหญ่โต
1,มั่นอกมั่นใจ
1,ลงตัว
1,คล่องแคล่ว
1,คล่องมือ
1,คล่องตัว
1,ใส่ใจ
1,ไม่ได้ยอมแพ้
1,เมตตา
1,มีประสิทธิผล
1,มีประสิทธิภาพ
1,มีประโยชน์
1,มีอิสรภาพ
1,มีเงินทอง
1,มีเงินมีทอง
1,สนใจ
1,สุขสันต์
1,ชอบด้วยกฎหมาย
1,ชอบธรรม
1,เห็นด้วย
1,อติ
1,สนุก
1,อ่อนโยน
1,คบค้า
1,คบหา
1,คบหา
1,คบหาสมาคม
1,อ่อนโยน
1,มนุญ
1,คณิกา
1,ความสงบ
1,สงบ
1,อัศจรรย์
1,ประมาณ
1,อิฏฐ
1,อึด
1,ประชาธิปไตย 
1,โอชะ
1,ฮ้อ
1,เฮง
1,ฮา
1,คุณค่า
1,นับถือ
1,อย่า
1,ฟรี
1,ให้กำลังใจ
1,กำลังใจ
1,ให้ความร่วมมือ
1,ให้ความสนใจ
1,ขอพร
1,ใจรัก
1,เชื่อมั่น
1,ความเชื่อมั่น
1,ความเชื่อมั่นในตนเอง
1,เอาใจใส่
1,เอาใจเขามาใส่ใจเรา
1,ความเอาใจใส่
1,ความเอื้ออาทร
1,ความเอื้อเฟื้อ
1,พอใจ
1,น่าพอใจ
1,น่าประทับใจ
1,น่าพึงพอใจ
1,น่าฟัง
1,น่าภาคภูมิใจ
1,น่ามหัศจรรย์
1,น่ายกย่อง
1,น่ายินดี
1,สนุกสนาน
1,ดี
1,ดีใจ
1,กรวด
1,กรวดน้ำ
1,รัก
1,ชอบ
1,กราบ
1,กลับใจ
1,กอด
1,การันตี
1,ก้าว
1,ก้าวหน้า
1,เรียน
1,กรุ่ม
1,กล้าหาญ
1,การันตี
1,พบ
1,เจอ
1,ช่วย
1,เล่น
1,อนุมัติ
